Airport,Community,Airport Name,City,Country,Latitude,Longitude
NAS,3,Lynden Pindling International Airport,Nassau,Bahamas,25.0389995575,-77.46620178219999
RCY,3,Rum Cay Airport,Port Nelson,Bahamas,23.68440055847168,-74.83619689941406
ZSA,3,San Salvador Airport,Cockburn Town,Bahamas,24.06329917907715,-74.52400207519531
BZE,3,Philip S. W. Goldson International Airport,Belize City,Belize,17.539100646972656,-88.30819702148438
AIT,0,Aitutaki Airport,Aitutaki,Cook Islands,-18.830900192260746,-159.76400756835938
RAR,0,Rarotonga International Airport,Avarua,Cook Islands,-21.2026996613,-159.805999756
NAN,0,Nadi International Airport,Nandi,Fiji,-17.755399703979492,177.4429931640625
SUV,0,Nausori International Airport,Nausori,Fiji,-18.04330062866211,178.5590057373047
TBU,0,Fua'amotu International Airport,Tongatapu,Tonga,-21.241199493408203,-175.14999389648438
TRW,0,Bonriki International Airport,Tarawa,Kiribati,1.3816399574279783,173.14700317382812
WLS,0,Hihifo Airport,Wallis,Wallis and Futuna,-13.2383003235,-176.199005127
APW,0,Faleolo International Airport,Faleolo,Samoa,-13.829999923706056,-172.00799560546875
PPG,3,Pago Pago International Airport,Pago Pago,American Samoa,-14.3310003281,-170.710006714
RUR,0,Rurutu Airport,Rurutu,French Polynesia,-22.43409919738769,-151.36099243164062
TUB,0,Tubuai Airport,Tubuai,French Polynesia,-23.36540031433105,-149.5240020751953
TIH,0,Tikehau Airport,Tikehau,French Polynesia,-15.119600296020508,-148.2310028076172
FAV,0,Fakarava Airport,Fakarava,French Polynesia,-16.054100036621094,-145.65699768066406
XMH,0,Manihi Airport,Manihi,French Polynesia,-14.436800003051758,-146.07000732421875
GMR,0,Totegegie Airport,Totegegie,French Polynesia,-23.07990074157715,-134.88999938964844
KKR,0,Kaukura Airport,Kaukura Atoll,French Polynesia,-15.663299560546877,-146.88499450683594
MKP,0,Makemo Airport,Makemo,French Polynesia,-16.583900451660156,-143.6580047607422
TKP,0,Takapoto Airport,Takapoto,French Polynesia,-14.709500312805176,-145.24600219726562
AXR,0,Arutua Airport,Arutua,French Polynesia,-15.248299598693848,-146.61700439453125
MVT,0,Mataiva Airport,Mataiva,French Polynesia,-14.8681001663208,-148.7169952392578
TKX,0,Takaroa Airport,Takaroa,French Polynesia,-14.45580005645752,-145.02499389648438
NHV,0,Nuku Hiva Airport,Nuku Hiva,French Polynesia,-8.795599937438965,-140.22900390625
BOB,0,Bora Bora Airport,Bora Bora,French Polynesia,-16.444400787353516,-151.75100708007812
RGI,0,Rangiroa Airport,Rangiroa,French Polynesia,-14.954299926757812,-147.66099548339844
HUH,0,Huahine-Fare Airport,Huahine Island,French Polynesia,-16.68720054626465,-151.02200317382812
MOZ,0,Moorea Airport,Moorea,French Polynesia,-17.49,-149.761993
HOI,0,Hao Airport,Hao Island,French Polynesia,-18.074800491333008,-140.9459991455078
MAU,0,Maupiti Airport,Maupiti,French Polynesia,-16.42650032043457,-152.24400329589844
RFP,0,Raiatea Airport,Raiatea Island,French Polynesia,-16.7229,-151.466003
VLI,0,Bauerfield International Airport,Port-vila,Vanuatu,-17.699300765991,168.32000732422
KNQ,16,Koné Airport,Kone,New Caledonia,-21.05430030822754,164.83700561523438
KOC,16,Koumac Airport,Koumac,New Caledonia,-20.546300888061523,164.25599670410156
LIF,16,Lifou Airport,Lifou,New Caledonia,-20.774799346923828,167.24000549316406
GEA,16,Nouméa Magenta Airport,Noumea,New Caledonia,-22.25830078125,166.47300720214844
MEE,16,Maré Airport,Mare,New Caledonia,-21.4817008972168,168.03799438476562
TOU,16,Touho Airport,Touho,New Caledonia,-20.790000915527344,165.25900268554688
UVE,16,Ouvéa Airport,Ouvea,New Caledonia,-20.640600204467773,166.572998046875
NOU,0,La Tontouta International Airport,Noumea,New Caledonia,-22.01460075378418,166.21299743652344
AKL,0,Auckland International Airport,Auckland,New Zealand,-37.0080986023,174.792007446
TUO,0,Taupo Airport,Taupo,New Zealand,-38.73970031738281,176.08399963378906
CHC,0,Christchurch International Airport,Christchurch,New Zealand,-43.48939895629883,172.53199768066406
DUD,0,Dunedin Airport,Dunedin,New Zealand,-45.9281005859375,170.197998046875
GIS,0,Gisborne Airport,Gisborne,New Zealand,-38.66329956054688,177.97799682617188
HKK,0,Hokitika Airfield,Hokitika,New Zealand,-42.713600158691406,170.98500061035156
HLZ,0,Hamilton International Airport,Hamilton,New Zealand,-37.8666992188,175.332000732
KKE,0,Kerikeri Airport,Kerikeri,New Zealand,-35.26279830932617,173.91200256347656
KAT,0,Kaitaia Airport,Kaitaia,New Zealand,-35.06999969482422,173.28500366210938
NPL,0,New Plymouth Airport,New Plymouth,New Zealand,-39.00859832763672,174.1790008544922
NSN,0,Nelson Airport,Nelson,New Zealand,-41.298301696777344,173.2209930419922
IVC,0,Invercargill Airport,Invercargill,New Zealand,-46.41239929199219,168.31300354003906
PMR,0,Palmerston North Airport,Palmerston North,New Zealand,-40.32059860229492,175.61700439453125
PPQ,0,Paraparaumu Airport,Paraparaumu,New Zealand,-40.90470123291016,174.98899841308594
ZQN,0,Queenstown International Airport,Queenstown International,New Zealand,-45.0210990906,168.738998413
ROT,0,Rotorua Regional Airport,Rotorua,New Zealand,-38.10919952392578,176.31700134277344
TRG,0,Tauranga Airport,Tauranga,New Zealand,-37.67190170288086,176.1959991455078
TIU,0,Timaru Airport,Timaru,New Zealand,-44.30279922485352,171.22500610351562
BHE,0,Woodbourne Airport,Woodbourne,New Zealand,-41.5182991027832,173.8699951171875
WHK,0,Whakatane Airport,Whakatane,New Zealand,-37.92060089111328,176.91400146484375
WLG,0,Wellington International Airport,Wellington,New Zealand,-41.3272018433,174.804992676
WRE,0,Whangarei Airport,Whangarei,New Zealand,-35.7682991027832,174.36500549316406
WSZ,0,Westport Airport,Westport,New Zealand,-41.73809814453125,171.58099365234375
WAG,0,Wanganui Airport,Wanganui,New Zealand,-39.96220016479492,175.02499389648438
HEA,9,Herat Airport,Herat,Afghanistan,34.209999084472656,62.22829818725586
KBL,9,Hamid Karzai International Airport,Kabul,Afghanistan,34.565899,69.212303
KDH,9,Kandahar Airport,Kandahar,Afghanistan,31.505800247192383,65.8478012084961
MZR,9,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,36.70690155029297,67.20970153808594
BAH,9,Bahrain International Airport,Bahrain,Bahrain,26.27079963684082,50.63359832763672
AHB,9,Abha Regional Airport,Abha,Saudi Arabia,18.2404003143,42.65660095210001
HOF,9,Al Ahsa Airport,Al-ahsa,Saudi Arabia,25.28529930114746,49.485198974609375
ABT,9,Al Baha Airport,El-baha,Saudi Arabia,20.2961006165,41.6343002319
BHH,9,Bisha Airport,Bisha,Saudi Arabia,19.984399795532227,42.62089920043945
DMM,9,King Fahd International Airport,Dammam,Saudi Arabia,26.471200942993164,49.79790115356445
GIZ,9,Jizan Regional Airport,Gizan,Saudi Arabia,16.901100158691406,42.58580017089844
ELQ,9,Gassim Airport,Gassim,Saudi Arabia,26.30279922485352,43.77439880371094
URY,9,Gurayat Domestic Airport,Guriat,Saudi Arabia,31.412413,37.278898
HAS,9,Ha'il Airport,Hail,Saudi Arabia,27.437901,41.686298
JED,9,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
MED,9,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,24.5534,39.705101
EAM,9,Nejran Airport,Nejran,Saudi Arabia,17.611400604248047,44.4192008972168
AQI,9,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,28.335199,46.125099
RAH,9,Rafha Domestic Airport,Rafha,Saudi Arabia,29.626399993896484,43.4906005859375
RUH,9,King Khaled International Airport,Riyadh,Saudi Arabia,24.95759963989257,46.69879913330078
RAE,9,Arar Domestic Airport,Arar,Saudi Arabia,30.90660095214844,41.13819885253906
SHW,9,Sharurah Airport,Sharurah,Saudi Arabia,17.466899871826172,47.12139892578125
TUU,9,Tabuk Airport,Tabuk,Saudi Arabia,28.3654,36.6189
TIF,9,Ta’if Regional Airport,Taif,Saudi Arabia,21.483001,40.543442
TUI,9,Turaif Domestic Airport,Turaif,Saudi Arabia,31.692188,38.731544
EJH,9,Al Wajh Domestic Airport,Wejh,Saudi Arabia,26.19860076904297,36.47639846801758
YNB,9,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,24.144199,38.0634
ABD,9,Abadan Airport,Abadan,Iran,30.371099472,48.2282981873
DEF,9,Dezful Airport,Dezful,Iran,32.434399,48.397598
GCH,9,Gachsaran Airport,Gachsaran,Iran,30.337600708,50.827999115
MRX,9,Mahshahr Airport,Bandar Mahshahr,Iran,30.55620002746582,49.15190124511719
AWZ,9,Ahwaz Airport,Ahwaz,Iran,31.3374004364,48.7620010376
BUZ,9,Bushehr Airport,Bushehr,Iran,28.9447994232,50.8345985413
KIH,9,Kish International Airport,Kish Island,Iran,26.5261993408,53.9802017212
BDH,9,Bandar Lengeh Airport,Bandar Lengeh,Iran,26.531999588,54.824798584
SXI,9,Sirri Island Airport,Siri Island,Iran,25.908899307250977,54.539398193359375
KSH,9,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,34.3459014893,47.1581001282
SDG,9,Sanandaj Airport,Sanandaj,Iran,35.24589920043945,47.00920104980469
IFN,9,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,32.75080108642578,51.86130142211914
RAS,9,Sardar-e-Jangal Airport,Rasht,Iran,37.323333,49.617778
THR,9,Mehrabad International Airport,Teheran,Iran,35.68920135498047,51.31340026855469
BND,9,Bandar Abbas International Airport,Bandar Abbas,Iran,27.218299865722656,56.37779998779297
KER,9,Kerman Airport,Kerman,Iran,30.2744007111,56.9510993958
XBJ,9,Birjand Airport,Birjand,Iran,32.898101806640625,59.2661018371582
RZR,9,Ramsar Airport,Ramsar,Iran,36.9099006652832,50.67959976196289
LFM,9,Lamerd Airport,Lamerd,Iran,27.3726997375,53.18880081179999
SYZ,9,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,29.53919982910156,52.58980178833008
KHY,9,Khoy Airport,Khoy,Iran,38.4275016784668,44.97359848022461
TBZ,9,Tabriz International Airport,Tabriz,Iran,38.1338996887207,46.23500061035156
AZD,9,Shahid Sadooghi Airport,Yazd,Iran,31.9048995972,54.2765007019
ACZ,9,Zabol Airport,Zabol,Iran,31.09830093383789,61.54389953613281
ZBR,9,Konarak Airport,Chah Bahar,Iran,25.4433002472,60.3820991516
ZAH,9,Zahedan International Airport,Zahedan,Iran,29.47570037841797,60.90620040893555
AMM,9,Queen Alia International Airport,Amman,Jordan,31.7226009369,35.9931983948
AQJ,2,Aqaba King Hussein International Airport,Aqaba,Jordan,29.61160087585449,35.01810073852539
KWI,9,Kuwait International Airport,Kuwait,Kuwait,29.226600646972656,47.96889877319336
BEY,9,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.820899963378906,35.488399505615234
AUH,9,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406
AZI,9,Bateen Airport,Abu Dhabi,United Arab Emirates,24.428300857543945,54.458099365234375
DXB,9,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
FJR,9,Fujairah International Airport,Fujeirah,United Arab Emirates,25.112199783325195,56.32400131225586
SHJ,9,Sharjah International Airport,Sharjah,United Arab Emirates,25.32859992980957,55.5172004699707
KHS,9,Khasab Air Base,Khasab,Oman,26.17099952697754,56.2406005859375
MCT,9,Muscat International Airport,Muscat,Oman,23.593299865722656,58.284400939941406
SLL,9,Salalah Airport,Salalah,Oman,17.038700103759766,54.09130096435547
LYP,9,Faisalabad International Airport,Faisalabad,Pakistan,31.364999771118164,72.99479675292969
GWD,9,Gwadar International Airport,Gwadar,Pakistan,25.233299255371094,62.329498291015625
GIL,9,Gilgit Airport,Gilgit,Pakistan,35.918800354003906,74.33360290527344
KHI,9,Jinnah International Airport,Karachi,Pakistan,24.9065,67.160797
LHE,9,Alama Iqbal International Airport,Lahore,Pakistan,31.5216007232666,74.40360260009766
MJD,9,Moenjodaro Airport,Moenjodaro,Pakistan,27.3351993560791,68.14309692382812
MUX,9,Multan International Airport,Multan,Pakistan,30.20319938659668,71.41909790039062
PJG,9,Panjgur Airport,Panjgur,Pakistan,26.95450019836425,64.13249969482422
PEW,9,Peshawar International Airport,Peshawar,Pakistan,33.993900299072266,71.51460266113281
UET,9,Quetta International Airport,Quetta,Pakistan,30.251399993896484,66.93779754638672
RYK,9,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,28.383899688720703,70.27960205078125
SKZ,9,Sukkur Airport,Sukkur,Pakistan,27.722000122070312,68.79170227050781
PZH,9,Zhob Airport,Zhob,Pakistan,31.35840034484864,69.4636001586914
BSR,9,Basrah International Airport,Basrah,Iraq,30.54910087585449,47.66210174560547
ROP,17,Rota International Airport,Rota,Northern Mariana Islands,14.17430019378662,145.2429962158203
SPN,17,Saipan International Airport,Saipan,Northern Mariana Islands,15.119,145.729004
GUM,17,Antonio B. Won Pat International Airport,Agana,Guam,13.4834003448,144.796005249
MAJ,0,Marshall Islands International Airport,Majuro,Marshall Islands,7.064760208129883,171.27200317382812
KWA,0,Bucholz Army Air Field,Kwajalein,Marshall Islands,8.720120429992676,167.73199462890625
CXI,0,Cassidy International Airport,Kiritimati,Kiribati,1.9861600399017327,-157.35000610351562
TKK,0,Chuuk International Airport,Chuuk,Micronesia,7.461870193481445,151.84300231933594
PNI,0,Pohnpei International Airport,Pohnpei,Micronesia,6.985099792480469,158.20899963378906
ROR,17,Babelthuap Airport,Babelthuap,Palau,7.36731,134.544236
KSA,0,Kosrae International Airport,Kosrae,Micronesia,5.35698,162.957993
YAP,17,Yap International Airport,Yap,Micronesia,9.49891,138.082993
KNH,17,Kinmen Airport,Kinmen,Taiwan,24.4279,118.359001
TTT,17,Taitung Airport,Fengnin,Taiwan,22.7549991607666,121.10199737548828
KHH,17,Kaohsiung International Airport,Kaohsiung,Taiwan,22.57710075378418,120.3499984741211
RMQ,17,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,24.26469993591309,120.62100219726562
TNN,17,Tainan Airport,Tainan,Taiwan,22.95039939880371,120.20600128173828
MZG,17,Makung Airport,Makung,Taiwan,23.56870079040528,119.62799835205078
TSA,17,Taipei Songshan Airport,Taipei,Taiwan,25.06940078735352,121.552001953125
TPE,17,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
HUN,17,Hualien Airport,Hualien,Taiwan,24.023099899291992,121.61799621582033
NRT,17,Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587
MMJ,17,Matsumoto Airport,Matsumoto,Japan,36.16680145263672,137.92300415039062
IBR,17,Hyakuri Airport,Ibaraki,Japan,36.181098938,140.414993286
SHM,17,Nanki Shirahama Airport,Nanki-shirahama,Japan,33.6622009277,135.363998413
OBO,17,Tokachi-Obihiro Airport,Obihiro,Japan,42.7332992554,143.216995239
CTS,17,New Chitose Airport,Sapporo,Japan,42.77519989013672,141.69200134277344
HKD,17,Hakodate Airport,Hakodate,Japan,41.7700004578,140.822006226
MMB,17,Memanbetsu Airport,Memanbetsu,Japan,43.8805999756,144.164001465
SHB,17,Nakashibetsu Airport,Nakashibetsu,Japan,43.5774993896,144.960006714
WKJ,17,Wakkanai Airport,Wakkanai,Japan,45.4042015076,141.800994873
IKI,17,Iki Airport,Iki,Japan,33.7490005493,129.785003662
UBJ,17,Yamaguchi Ube Airport,Yamaguchi,Japan,33.930000305200004,131.279006958
TSJ,17,Tsushima Airport,Tsushima,Japan,34.2849006653,129.330993652
MBE,17,Monbetsu Airport,Monbetsu,Japan,44.3039016724,143.404006958
AKJ,17,Asahikawa Airport,Asahikawa,Japan,43.67079925537109,142.44700622558594
FUJ,17,Fukue Airport,Fukue,Japan,32.66630172729492,128.83299255371094
FUK,17,Fukuoka Airport,Fukuoka,Japan,33.585899353027344,130.4510040283203
KOJ,17,Kagoshima Airport,Kagoshima,Japan,31.80340003967285,130.718994140625
KMI,17,Miyazaki Airport,Miyazaki,Japan,31.877199173,131.449005127
OIT,17,Oita Airport,Oita,Japan,33.479400634799994,131.736999512
KKJ,17,Kitakyūshū Airport,Kitakyushu,Japan,33.8459014893,131.035003662
KMJ,17,Kumamoto Airport,Kumamoto,Japan,32.83729934692383,130.85499572753906
NGS,17,Nagasaki Airport,Nagasaki,Japan,32.916900634799994,129.914001465
ASJ,17,Amami Airport,Amami,Japan,28.430599212646484,129.71299743652344
KMQ,17,Komatsu Airport,Kanazawa,Japan,36.39459991455078,136.40699768066406
TOY,17,Toyama Airport,Toyama,Japan,36.64830017089844,137.18800354003906
HIJ,17,Hiroshima Airport,Hiroshima,Japan,34.4361000061,132.919006348
OKJ,17,Okayama Airport,Okayama,Japan,34.7569007874,133.854995728
IZO,17,Izumo Airport,Izumo,Japan,35.4136009216,132.88999939
YGJ,17,Miho Yonago Airport,Miho,Japan,35.4921989440918,133.23599243164062
KCZ,17,Kōchi Ryōma Airport,Kochi,Japan,33.546101,133.669006
MYJ,17,Matsuyama Airport,Matsuyama,Japan,33.82720184326172,132.6999969482422
ITM,17,Osaka International Airport,Osaka,Japan,34.785499572753906,135.43800354003906
TTJ,17,Tottori Airport,Tottori,Japan,35.5301017761,134.167007446
TKS,17,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,34.132801,134.606995
TAK,17,Takamatsu Airport,Takamatsu,Japan,34.2141990662,134.01600647
AOJ,17,Aomori Airport,Aomori,Japan,40.73469924926758,140.6909942626953
GAJ,17,Yamagata Airport,Yamagata,Japan,38.4118995667,140.371002197
HNA,17,Hanamaki Airport,Hanamaki,Japan,39.4286003112793,141.13499450683594
AXT,17,Akita Airport,Akita,Japan,39.6156005859375,140.218994140625
MSJ,17,Misawa Air Base,Misawa,Japan,40.7032012939,141.367996216
SDJ,17,Sendai Airport,Sendai,Japan,38.1397018433,140.917007446
HAC,17,Hachijojima Airport,Hachijojima,Japan,33.1150016785,139.785995483
OIM,17,Oshima Airport,Oshima,Japan,34.7820014954,139.36000061
HND,17,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999
KWJ,17,Gwangju Airport,Kwangju,South Korea,35.123173,126.805444
RSU,17,Yeosu Airport,Yeosu,South Korea,34.84230041503906,127.61699676513672
CJU,17,Jeju International Airport,Cheju,South Korea,33.51129913330078,126.49299621582033
PUS,17,Gimhae International Airport,Busan,South Korea,35.1795005798,128.93800354
USN,17,Ulsan Airport,Ulsan,South Korea,35.59349823,129.352005005
GMP,17,Gimpo International Airport,Seoul,South Korea,37.5583,126.791
KPO,17,Pohang Airport (G-815/K-3),Pohang,South Korea,35.987955,129.420383
TAE,17,Daegu Airport,Taegu,South Korea,35.896872,128.65531
OKA,17,Naha Airport,Okinawa,Japan,26.1958007812,127.646003723
ISG,17,New Ishigaki Airport,Ishigaki,Japan,24.396389,124.245
UEO,17,Kumejima Airport,Kumejima,Japan,26.363500595092773,126.71399688720705
MMY,17,Miyako Airport,Miyako,Japan,24.7828006744,125.294998169
MNL,17,Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.019997
CBO,17,Awang Airport,Cotabato,Philippines,7.165239810943604,124.20999908447266
PAG,17,Pagadian Airport,Pagadian,Philippines,7.83073144787,123.461179733
GES,17,General Santos International Airport,Romblon,Philippines,6.05800008774,125.096000671
ZAM,17,Zamboanga International Airport,Zamboanga,Philippines,6.922420024871826,122.05999755859376
SJI,17,San Jose Airport,San Jose,Philippines,12.361499786399998,121.04699707
TAC,17,Daniel Z. Romualdez Airport,Tacloban,Philippines,11.228035,125.027761
BCD,17,Bacolod-Silay Airport,Bacolod,Philippines,10.7764,123.014999
DGT,17,Sibulan Airport,Dumaguete,Philippines,9.3337097168,123.300003052
MPH,17,Godofredo P. Ramos Airport,Caticlan,Philippines,11.9245,121.954002
ILO,17,Iloilo International Airport,Iloilo,Philippines,10.833017,122.493358
KLO,17,Kalibo International Airport,Kalibo,Philippines,11.679400444,122.375999451
PPS,17,Puerto Princesa Airport,Puerto Princesa,Philippines,9.742119789123535,118.75900268554688
PRA,11,General Urquiza Airport,Parana,Argentina,-31.7948,-60.4804
ROS,11,Islas Malvinas Airport,Rosario,Argentina,-32.9036,-60.785
SFN,11,Sauce Viejo Airport,Santa Fe,Argentina,-31.7117,-60.8117
AEP,11,Jorge Newbery Airpark,Buenos Aires,Argentina,-34.5592,-58.4156
COR,11,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.323601,-64.208
MDZ,11,El Plumerillo Airport,Mendoza,Argentina,-32.8316993713,-68.7929000854
AFA,11,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-34.588299,-68.4039
CTC,11,Catamarca Airport,Catamarca,Argentina,-28.5956001282,-65.751701355
SDE,11,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-27.7655563354,-64.3099975586
IRJ,11,Capitan V A Almonacid Airport,La Rioja,Argentina,-29.3815994263,-66.7957992554
TUC,11,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-26.8409,-65.104897
UAQ,11,Domingo Faustino Sarmiento Airport,San Juan,Argentina,-31.571501,-68.418198
LUQ,11,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-33.2732009888,-66.3563995361
RES,11,Resistencia International Airport,Resistencia,Argentina,-27.45,-59.0561
FMA,11,Formosa Airport,Formosa,Argentina,-26.2127,-58.2281
IGR,11,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,-25.737301,-54.4734
PSS,11,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,-27.3858,-55.9707
SLA,11,Martin Miguel De Guemes International Airport,Salta,Argentina,-24.8560009003,-65.4861984253
JUJ,11,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,-24.392799,-65.097801
CRD,11,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,-45.7853,-67.4655
EQS,11,Brigadier Antonio Parodi Airport,Esquel,Argentina,-42.908000946,-71.139503479
REL,11,Almirante Marco Andres Zar Airport,Trelew,Argentina,-43.2105,-65.2703
VDM,11,Gobernador Castello Airport,Viedma,Argentina,-40.8692,-63.0004
PMY,11,El Tehuelche Airport,Puerto Madryn,Argentina,-42.7592,-65.1027
RGA,11,Hermes Quijada International Airport,Rio Grande,Argentina,-53.7777,-67.7494
RGL,11,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,-51.6089,-69.3126
USH,11,Malvinas Argentinas Airport,Ushuaia,Argentina,-54.8433,-68.2958
BHI,11,Comandante Espora Airport,Bahia Blanca,Argentina,-38.725,-62.1693
MDQ,11,Ástor Piazzola International Airport,Mar Del Plata,Argentina,-37.9342,-57.5733
NQN,11,Presidente Peron Airport,Neuquen,Argentina,-38.949001,-68.155701
RSA,11,Santa Rosa Airport,Santa Rosa,Argentina,-36.588299,-64.275703
BRC,11,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-41.151199,-71.157501
CPC,11,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-40.075401,-71.137299
CDJ,11,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-8.348349571228027,-49.30149841308594
AQA,11,Araraquara Airport,Araracuara,Brazil,-21.8120002747,-48.1329994202
AJU,11,Santa Maria Airport,Aracaju,Brazil,-10.984000206,-37.0703010559
AFL,11,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-9.8663892746,-56.1049995422
ARU,11,Araçatuba Airport,Aracatuba,Brazil,-21.1413002014,-50.4247016907
BEL,11,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-1.3792500495900002,-48.4762992859
PLU,11,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,-19.85120010375977,-43.95059967041016
BSB,11,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916732788086,-47.92083358764648
BVB,11,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,2.84138894081,-60.6922225952
CAC,11,Cascavel Airport,Cascavel,Brazil,-25.0002994537,-53.5008010864
CNF,11,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.62444305419922,-43.97194290161133
CGR,11,Campo Grande Airport,Campo Grande,Brazil,-20.4687004089,-54.6725006104
XAP,11,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-27.134199142456,-52.656600952148
CCM,11,Diomício Freitas Airport,Criciuma,Brazil,-28.7244434357,-49.4213905334
CAW,11,Bartolomeu Lisandro Airport,Campos,Brazil,-21.698299408,-41.301700592
CMG,11,Corumbá International Airport,Corumba,Brazil,-19.0119438171,-57.6713905334
CWB,11,Afonso Pena Airport,Curitiba,Brazil,-25.5284996033,-49.1758003235
CXJ,11,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-29.1970996857,-51.1875
CGB,11,Marechal Rondon Airport,Cuiaba,Brazil,-15.6528997421,-56.1166992188
CZS,11,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,-7.59990978241,-72.7695007324
PPB,11,Presidente Prudente Airport,President Prudente,Brazil,-22.1751003265,-51.4245986938
MAO,11,Eduardo Gomes International Airport,Manaus,Brazil,-3.038609981536865,-60.04970169067383
IGU,11,Cataratas International Airport,Foz Do Iguacu,Brazil,-25.60027885437012,-54.48500061035156
FLN,11,Hercílio Luz International Airport,Florianopolis,Brazil,-27.670278549194336,-48.5525016784668
FEN,11,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,-3.85493,-32.423302
FOR,11,Pinto Martins International Airport,Fortaleza,Brazil,-3.776279926300049,-38.53260040283203
GIG,11,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.8099994659,-43.2505569458
GYN,11,Santa Genoveva Airport,Goiania,Brazil,-16.631999969482422,-49.220699310302734
GRU,11,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-23.435556411743164,-46.47305679321289
ATM,11,Altamira Airport,Altamira,Brazil,-3.2539100646973,-52.254001617432
ITB,11,Itaituba Airport,Itaituba,Brazil,-4.2423400878906,-56.000701904297
IOS,11,Bahia - Jorge Amado Airport,Ilheus,Brazil,-14.815999984741,-39.033199310303
IPN,11,Usiminas Airport,Ipatinga,Brazil,-19.470699310303,-42.487598419189
IMP,11,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-5.53129,-47.459999
JPA,11,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,-7.145833015440001,-34.9486122131
JOI,11,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-26.22450065612793,-48.797401428222656
CPV,11,Presidente João Suassuna Airport,Campina Grande,Brazil,-7.26992,-35.8964
VCP,11,Viracopos International Airport,Campinas,Brazil,-23.0074005127,-47.1344985962
LDB,11,Governador José Richa Airport,Londrina,Brazil,-23.3335990906,-51.1301002502
LAZ,11,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,-13.2621002197,-43.4081001282
MAB,11,João Correa da Rocha Airport,Maraba,Brazil,-5.36858987808,-49.1380004883
MEU,11,Monte Dourado Airport,Almeirim,Brazil,-0.889839,-52.6022
MGF,11,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,-23.4794445038,-52.01222229
MOC,11,Mário Ribeiro Airport,Montes Claros,Brazil,-16.706899642899998,-43.818901062
MCZ,11,Zumbi dos Palmares Airport,Maceio,Brazil,-9.510809898376465,-35.79169845581055
MCP,11,Alberto Alcolumbre Airport,Macapa,Brazil,0.0506640002131,-51.0722007751
NVT,11,Ministro Victor Konder International Airport,Navegantes,Brazil,-26.879999,-48.651402
GEL,11,Santo Ângelo Airport,Santo Angelo,Brazil,-28.2817,-54.169102
NAT,11,Governador Aluízio Alves International Airport,Natal,Brazil,-5.768056,-35.376111
